gpa,attendance,study_hours,math_score,science_score,english_score,assignment_score,sleep_hours,parental_education,extracurricular,result
2.42,75.28,8.46,44.9,44.09,60.26,40.65,9.29,0,0,1
1.84,54.58,1.91,42.61,73.46,55.06,80.32,4.26,1,0,0
3.22,55.17,5.68,84.69,68.93,87.11,36.04,4.77,1,0,1
1.67,97.84,1.47,71.87,45.81,82.99,43.42,5.08,1,1,0
3.82,63.55,6.83,42.41,76.93,57.93,73.81,5.34,2,0,1
1.73,64.06,1.13,86.98,36.79,53.9,79.66,6.41,3,1,1
1.5,70.9,9.94,54.74,31.36,32.72,28.86,7.93,3,0,0
2.59,61.62,2.58,62.26,35.77,35.72,34.49,9.36,2,0,1
2.65,70.92,7.33,57.11,55.54,33.77,58.46,7.15,1,1,1
2.62,63.1,1.78,66.5,98.25,31.71,69.46,7.19,3,1,1
2.42,88.74,2.6,63.61,68.31,40.7,59.03,5.92,3,1,1
3.99,94.09,5.01,49.22,82.83,90.0,73.53,8.8,3,0,1
2.56,95.59,6.23,59.72,52.5,85.87,81.7,4.66,3,0,1
2.54,71.68,10.49,93.58,80.35,89.19,96.22,5.81,3,1,1
2.38,63.74,0.76,65.2,97.63,73.67,51.24,4.58,3,0,1
1.39,80.84,0.5,94.15,55.04,73.68,37.23,5.29,2,0,1
2.86,89.49,4.0,68.51,99.93,38.68,44.81,7.52,2,0,1
1.84,71.59,4.16,83.82,74.69,78.93,36.11,4.76,2,1,1
2.99,80.5,9.34,50.55,82.4,49.6,54.57,4.6,1,1,1
1.34,83.73,9.63,85.33,47.65,66.35,90.44,8.96,3,0,1
3.95,78.97,9.31,48.5,75.02,96.83,51.03,4.71,2,1,1
2.51,83.5,1.93,31.37,65.77,90.94,36.16,7.65,2,1,1
3.71,48.56,4.62,41.25,96.95,46.32,64.2,6.11,2,1,1
2.53,67.39,7.96,31.52,93.33,81.57,99.4,9.38,0,0,1
1.37,73.24,3.63,96.29,57.77,37.29,39.11,8.25,3,0,1
3.5,35.16,7.13,100.0,96.28,31.87,83.34,4.36,2,1,1
3.01,90.64,2.87,83.36,91.94,31.97,86.75,9.37,3,1,1
3.39,74.65,3.73,37.57,71.33,41.92,55.1,6.48,0,1,1
2.4,43.39,9.1,92.93,35.75,78.65,71.47,5.79,0,1,1
2.99,88.06,3.01,82.06,41.26,55.43,57.43,8.04,3,1,1
3.6,81.61,10.14,53.26,35.38,31.12,44.67,8.31,2,1,1
2.97,84.29,3.56,65.16,37.56,99.16,56.96,5.82,2,1,1
2.17,60.48,0.74,76.32,98.39,67.34,32.15,6.11,1,0,0
3.06,90.52,3.05,31.68,44.85,57.57,78.02,4.94,2,0,1
3.08,61.91,2.21,65.11,78.36,66.32,87.19,7.56,2,0,1
3.89,72.08,5.57,81.27,74.56,66.4,48.05,9.74,0,0,1
2.24,35.04,1.63,43.18,74.18,62.92,67.49,6.5,2,1,1
2.39,76.92,6.76,61.07,44.47,72.91,42.41,9.98,2,0,1
3.47,81.68,9.25,67.28,70.55,91.99,34.56,5.06,1,0,1
2.62,71.86,4.13,81.49,73.79,51.12,74.77,8.78,1,1,0
3.26,67.28,2.18,97.51,69.93,64.09,35.06,9.57,3,0,0
2.49,87.65,4.5,89.38,43.03,30.26,83.65,8.13,2,0,1
1.8,79.29,8.36,73.51,80.61,90.19,45.38,4.66,1,0,1
3.29,53.07,6.41,70.85,35.13,51.41,86.39,5.96,2,0,1
1.57,97.34,1.51,72.22,71.38,48.99,52.64,4.51,0,0,0
1.76,80.97,5.87,68.16,60.54,99.83,52.66,7.61,1,1,1
2.96,99.22,5.18,34.16,47.52,70.91,81.29,9.99,2,0,1
3.29,98.13,3.77,78.88,86.52,38.61,63.27,6.25,1,0,1
3.71,94.73,1.6,80.14,42.31,48.59,40.07,4.98,0,0,1
1.96,84.1,10.31,65.87,95.31,54.73,88.78,5.61,2,1,1
1.51,74.61,2.26,90.93,91.92,99.02,50.51,7.42,3,1,1
3.88,46.19,2.43,77.07,55.24,60.14,32.71,7.41,1,0,0
1.63,70.32,1.96,55.39,51.36,46.11,56.2,5.38,3,0,0
1.75,84.75,6.2,31.38,39.62,69.88,68.05,8.5,3,0,1
2.02,68.86,4.94,34.14,94.14,58.33,70.74,4.53,2,0,1
2.68,91.44,3.0,54.63,73.93,33.85,87.67,7.74,3,1,1
3.67,42.13,4.79,62.35,32.22,90.26,65.61,6.55,1,0,1
3.33,59.76,7.24,41.68,65.77,31.1,41.78,4.76,3,1,1
3.18,67.89,3.32,43.25,36.01,92.89,44.62,7.81,0,0,0
1.69,63.1,9.65,46.11,70.16,85.43,32.56,8.04,1,1,1
2.2,42.06,3.56,84.64,65.63,35.31,80.19,6.64,2,1,0
2.54,44.98,2.48,83.99,35.8,80.65,32.95,8.79,0,0,1
1.61,89.45,10.05,56.81,87.11,83.97,70.44,7.06,3,1,1
1.97,66.48,8.61,42.07,48.36,72.16,69.77,5.71,3,0,1
2.06,38.17,3.93,37.76,67.9,70.44,83.91,9.72,0,0,0
1.56,36.07,8.91,36.1,74.73,33.48,30.6,9.66,3,0,1
2.74,65.78,5.69,57.39,97.36,34.16,40.22,4.57,0,0,1
3.17,45.68,3.97,33.19,64.57,80.91,93.22,9.68,0,0,0
1.4,80.83,8.9,53.35,94.21,37.39,67.92,8.65,3,1,1
2.55,86.7,8.02,97.31,54.84,46.93,59.33,4.64,2,1,1
3.39,49.84,3.48,65.53,90.02,64.92,81.08,7.12,3,1,1
3.29,73.49,6.57,87.59,46.51,41.49,92.69,4.21,1,0,1
3.48,45.04,4.19,39.05,79.52,85.29,44.73,7.53,2,1,1
2.46,54.73,0.51,48.77,36.2,86.52,92.61,9.6,0,1,0
3.5,92.77,10.12,96.26,99.02,88.95,33.15,6.21,2,1,1
1.87,70.37,6.0,56.85,96.78,33.47,98.33,7.05,3,1,1
2.21,92.58,6.48,75.39,60.95,59.95,37.36,5.37,2,1,0
1.69,49.64,6.5,98.33,66.68,89.28,44.97,7.25,3,0,1
2.51,56.45,6.01,68.56,71.84,55.43,32.24,8.82,1,1,0
2.3,65.61,3.4,51.37,49.25,78.71,85.28,5.29,3,1,1
1.87,66.21,10.22,67.24,77.21,71.25,98.82,7.32,2,1,1
3.3,99.85,6.72,33.82,78.9,54.3,47.27,6.13,0,0,1
2.08,42.44,7.21,37.87,66.76,49.35,49.42,8.49,1,1,1
1.96,90.38,5.05,30.5,40.34,75.69,45.92,8.21,1,1,1
1.57,91.14,3.38,91.89,94.34,39.35,36.61,8.19,0,0,0
2.43,70.96,1.14,76.99,38.05,90.21,84.06,6.27,3,0,0
2.05,57.36,4.0,50.88,74.04,70.35,29.55,7.6,0,0,0
2.23,68.75,2.26,45.48,37.22,37.81,97.58,7.91,2,1,1
1.86,54.01,7.12,77.82,40.23,79.25,94.55,8.08,3,0,1
3.34,86.94,9.29,94.37,31.44,60.18,33.88,7.45,1,0,1
3.8,67.39,3.53,50.94,55.44,44.29,64.71,9.2,2,0,1
2.59,95.18,3.83,52.51,74.77,97.27,99.46,5.49,2,0,1
3.0,75.47,7.2,89.8,66.51,80.38,88.95,4.33,3,0,1
3.63,68.43,1.99,92.54,77.22,71.51,78.64,9.78,0,0,1
4.0,81.22,9.79,93.98,77.25,89.42,26.68,4.36,1,1,1
2.92,67.76,4.14,50.52,39.81,68.07,30.13,9.42,2,0,0
3.69,93.79,1.51,38.42,34.01,60.9,84.55,7.67,0,0,1
3.74,46.99,2.25,60.8,73.78,43.26,53.23,9.51,3,1,1
3.42,98.27,9.83,50.7,75.73,40.74,75.13,7.39,2,1,1
2.49,87.79,2.97,91.87,68.97,60.24,80.44,8.93,0,0,1
1.43,90.95,7.12,32.56,47.2,61.92,56.66,8.33,0,0,0
1.24,66.39,2.06,74.37,86.75,81.33,35.75,7.15,0,1,1
2.54,89.42,2.44,93.43,35.3,60.95,54.0,6.18,2,1,1
2.58,54.94,9.29,98.37,74.26,71.52,90.33,4.02,2,0,1
2.34,84.53,1.98,75.51,38.43,88.28,49.83,5.51,1,1,1
2.79,44.13,0.69,96.49,75.81,99.53,29.7,9.71,2,0,0
2.75,54.96,5.51,35.3,59.24,52.58,96.93,5.65,1,0,1
3.54,63.97,9.13,55.15,80.27,93.14,76.05,8.51,1,0,1
1.5,55.95,3.76,30.61,33.65,86.42,65.56,7.05,0,1,0
1.83,60.16,1.78,98.68,68.86,34.76,87.18,5.85,0,0,0
3.42,88.31,10.32,93.19,40.14,53.39,55.84,9.95,2,0,1
3.57,51.68,7.27,31.96,77.77,45.33,98.88,4.28,2,1,1
3.99,83.44,9.01,31.27,38.4,76.51,89.32,7.49,0,0,1
3.64,39.79,8.02,55.69,35.15,68.87,46.04,6.77,0,0,1
3.69,84.77,7.48,48.1,79.92,64.64,52.83,4.46,1,1,1
2.08,86.48,4.35,89.29,34.45,83.45,45.68,5.28,2,1,1
2.32,61.11,3.74,41.23,45.72,53.33,74.45,8.17,2,0,1
1.95,81.96,7.67,85.35,87.73,56.79,72.95,4.65,2,0,1
2.9,94.48,7.67,68.81,86.68,90.59,64.19,8.81,0,1,1
3.83,87.05,10.01,56.42,89.79,98.05,97.44,7.75,1,0,1
2.16,60.38,6.19,40.2,52.83,84.35,60.42,4.61,3,1,1
2.76,66.47,3.45,99.84,66.96,45.19,83.78,5.72,2,0,1
2.03,85.66,5.4,73.26,84.13,37.89,74.36,4.82,3,1,1
1.68,54.02,6.64,60.76,39.59,44.64,63.86,8.79,2,1,1
1.75,87.25,4.77,55.98,80.71,59.59,28.16,7.2,3,1,1
1.36,56.32,8.41,93.4,36.82,46.57,74.31,4.02,2,1,1
3.86,87.39,6.35,87.48,93.93,93.07,73.19,7.26,2,0,1
2.33,40.64,0.59,86.78,74.61,76.95,34.37,6.9,2,1,1
3.54,37.89,6.2,73.13,64.53,59.17,84.69,7.86,1,0,1
3.11,99.85,6.84,92.16,63.93,49.17,60.02,4.21,1,0,1
1.74,91.51,9.65,50.95,42.7,56.65,49.31,4.21,0,1,1
1.69,92.39,4.64,79.26,54.21,63.32,86.8,6.1,1,0,0
3.47,96.83,6.24,58.31,80.9,79.97,50.75,8.13,0,0,1
1.94,63.49,5.25,72.0,67.87,36.25,71.64,8.0,1,1,0
3.76,53.64,5.82,99.87,67.05,89.42,71.34,5.67,3,0,1
1.59,43.45,1.17,98.92,43.67,38.93,28.96,5.3,1,1,0
3.1,67.58,9.47,65.88,78.33,48.37,56.71,8.1,2,1,1
3.48,49.3,9.6,70.17,57.44,99.55,41.71,4.16,1,1,1
1.86,95.81,5.98,92.81,42.79,43.31,39.97,7.34,3,1,1
1.97,35.26,6.07,98.99,96.06,37.08,74.12,6.54,0,0,0
3.9,44.31,1.08,84.5,65.48,74.69,25.86,5.43,3,1,1
1.94,51.02,6.48,34.56,66.96,57.52,97.68,7.12,2,1,1
2.4,47.93,4.79,52.58,98.7,36.43,54.65,5.3,3,0,1
2.41,49.68,7.59,92.76,55.65,30.26,47.41,7.39,0,0,0
1.91,77.64,0.97,83.78,96.01,35.54,94.0,4.89,3,0,1
3.37,56.29,7.61,81.96,78.64,66.59,61.5,6.43,3,1,1
3.36,74.98,3.37,76.75,74.32,46.16,71.07,7.06,1,0,1
2.26,92.87,7.02,59.07,46.41,84.43,77.19,4.19,2,0,1
3.54,74.17,6.77,58.23,33.62,90.03,90.36,7.66,2,1,1
1.8,80.14,2.77,86.63,60.64,40.14,34.73,8.5,0,1,0
1.21,58.76,4.9,50.56,30.71,53.59,31.12,9.74,2,0,0
2.8,45.38,8.86,77.94,34.97,40.26,99.53,5.22,2,0,1
3.98,55.84,6.56,80.83,71.67,50.07,25.67,5.25,0,1,0
1.31,97.68,1.19,89.12,80.71,46.74,78.11,5.83,1,1,1
1.78,75.42,4.93,52.39,41.76,85.08,70.83,9.34,2,1,1
2.65,53.04,3.62,81.93,81.28,54.18,66.44,6.44,3,1,1
3.47,64.31,6.92,37.45,96.48,64.69,83.94,5.81,0,1,1
1.45,89.31,6.65,39.66,82.02,77.17,99.44,8.45,3,1,1
2.31,78.45,0.6,59.21,84.93,87.56,28.52,4.23,3,1,1
3.29,71.44,6.58,33.87,79.05,51.08,71.09,7.29,3,0,1
2.24,92.54,7.85,96.34,45.73,44.65,78.76,6.7,0,1,1
1.73,78.71,8.19,93.13,55.26,98.49,47.95,7.75,2,0,1
1.75,76.78,1.09,33.43,96.45,52.41,91.96,8.39,1,1,0
2.35,47.33,3.54,88.68,76.28,76.97,59.27,5.95,3,1,1
2.54,41.92,4.71,65.62,85.23,77.45,37.34,7.82,2,1,1
3.61,97.73,2.3,79.14,97.81,65.98,89.08,7.15,2,1,1
3.0,73.93,4.71,92.09,46.2,45.99,95.72,4.8,0,0,1
3.13,62.02,1.21,70.39,52.52,39.9,32.46,9.29,3,1,1
3.95,73.29,1.63,38.14,75.14,64.09,81.38,8.53,1,0,1
2.35,39.02,7.19,30.18,31.71,65.77,41.13,9.53,0,0,1
2.33,88.44,3.13,64.78,69.99,84.14,25.5,8.32,3,1,1
3.79,49.08,7.61,96.45,86.61,79.69,44.55,5.47,3,0,1
1.89,87.3,0.98,70.08,72.73,93.84,89.12,6.58,1,1,1
3.24,69.73,6.13,56.11,50.68,97.96,35.59,6.32,2,0,1
3.31,52.98,4.41,32.16,80.69,80.95,34.8,4.21,2,1,1
1.47,36.96,8.47,94.05,40.22,35.36,80.43,6.46,1,1,0
2.51,88.03,8.34,52.9,92.63,58.36,55.48,6.07,2,1,1
1.76,46.47,4.26,79.33,37.06,72.62,36.14,4.02,3,0,0
1.72,38.37,6.73,78.6,90.44,71.31,42.25,9.08,3,1,0
2.5,84.13,2.78,47.77,64.85,42.7,84.6,4.86,2,0,1
2.01,57.75,6.3,34.46,60.01,70.81,71.75,7.01,1,0,0
3.43,60.31,1.31,56.95,65.05,54.48,82.07,8.71,3,1,1
3.74,51.06,4.85,52.2,44.01,53.72,32.33,7.63,3,0,1
3.45,90.85,2.33,79.02,62.04,88.38,59.36,5.02,0,1,1
1.94,54.33,9.33,87.38,89.48,59.54,84.78,7.71,1,0,1
1.97,48.66,4.95,45.57,86.07,66.92,44.93,8.55,2,1,1
1.91,55.1,6.41,66.98,41.41,69.4,37.69,9.13,2,0,1
1.58,48.2,4.1,32.84,77.14,69.41,53.63,5.91,2,0,1
3.84,55.65,3.39,45.0,89.98,44.92,50.0,4.2,2,0,1
2.33,40.39,2.53,83.32,87.38,71.96,38.91,7.65,0,0,0
1.83,45.3,9.62,85.54,59.79,53.42,96.55,5.35,0,0,0
3.57,62.11,8.49,84.35,33.37,75.85,61.23,8.69,3,1,1
2.32,92.17,1.83,39.97,95.18,40.2,70.61,8.08,2,0,1
1.3,38.72,7.97,68.57,57.71,99.59,34.08,8.64,2,0,1
1.65,48.82,4.69,59.59,55.27,84.04,70.75,9.81,1,1,0
2.99,94.04,0.65,99.4,83.17,59.21,66.65,7.51,1,1,1
3.39,92.85,5.78,75.78,48.48,51.09,94.89,9.43,1,0,1
1.79,79.16,1.8,95.46,88.43,57.15,55.92,7.85,2,0,1
3.77,50.63,2.6,40.17,35.32,80.48,83.65,5.09,2,0,1
3.58,62.29,7.46,61.56,81.85,75.88,47.81,8.8,0,1,1
3.58,48.73,3.07,84.01,97.61,79.15,68.42,8.16,1,1,1
1.84,43.36,9.42,55.75,99.7,92.23,94.52,9.87,3,0,1
1.34,59.7,7.07,74.28,94.67,61.94,71.88,5.46,2,0,1
3.63,72.43,8.82,65.82,90.95,76.87,78.34,6.0,3,1,1
2.06,58.4,6.65,99.44,49.52,60.91,90.7,8.93,2,1,1
2.93,74.7,9.19,42.17,97.67,74.67,94.41,4.38,1,1,1
3.33,54.26,4.12,95.47,94.95,63.24,40.62,7.8,3,1,1
1.56,57.48,5.99,58.11,67.41,84.37,39.69,7.21,2,0,0
3.39,86.39,5.66,62.76,58.15,30.37,66.29,5.01,0,1,1
3.83,92.09,9.54,67.0,37.65,45.1,99.66,4.99,1,0,1
3.24,55.93,2.15,48.58,71.34,50.75,61.76,8.86,2,0,1
2.44,72.15,6.28,97.46,79.04,96.18,49.82,4.09,1,0,1
3.65,53.08,8.04,93.8,58.28,65.49,65.29,8.48,1,1,1
2.68,38.47,4.2,98.1,58.42,55.5,29.83,8.4,3,1,0
3.29,82.96,9.18,99.78,70.13,58.3,38.29,7.9,1,0,1
3.5,46.12,4.23,76.89,31.94,61.63,36.17,6.46,1,0,0
3.3,62.67,2.23,61.62,97.05,90.75,27.09,4.17,0,0,1
2.01,66.66,6.34,89.55,50.29,97.36,79.17,8.81,1,0,0
1.53,46.99,4.71,31.67,39.86,89.09,49.41,4.75,3,1,1
1.87,41.15,0.65,88.41,30.38,88.92,37.64,5.68,1,1,1
2.61,57.62,1.2,64.81,89.98,43.93,63.42,9.68,1,0,1
2.61,96.9,2.45,77.13,90.42,48.81,49.26,5.81,2,1,1
2.83,74.98,8.19,56.18,36.67,71.72,54.48,5.53,3,1,1
2.31,59.79,9.42,55.8,40.66,75.93,48.66,9.84,3,1,1
3.4,37.53,5.96,32.22,61.35,44.19,25.3,4.52,1,1,1
3.76,74.02,1.56,59.67,43.0,82.24,76.62,4.96,0,0,1
1.89,41.0,5.84,58.58,81.51,44.0,33.3,6.63,2,0,0
3.26,70.27,9.06,45.74,34.06,48.41,41.44,8.73,1,1,1
3.1,83.88,7.99,47.31,68.48,51.48,39.27,9.31,1,1,1
2.66,62.53,3.41,70.89,56.8,89.22,49.85,8.53,0,0,0
1.73,54.46,1.74,52.24,62.55,81.25,37.01,9.86,3,0,1
3.43,38.08,9.51,88.12,59.73,67.15,51.02,4.1,0,0,1
3.89,36.61,9.04,37.8,40.72,87.38,43.24,7.72,1,1,1
3.22,62.95,1.04,70.44,45.42,86.9,29.59,4.7,1,1,0
3.77,92.42,8.74,41.2,34.54,57.29,90.29,9.46,0,1,1
3.96,50.86,1.47,66.98,38.07,84.7,47.92,9.61,3,0,1
2.19,72.31,1.13,68.68,98.45,44.44,32.15,5.82,2,0,0
2.99,79.48,8.09,74.96,49.59,65.23,64.11,8.97,2,1,1
2.53,38.95,5.86,59.92,51.49,38.28,34.25,7.78,0,1,0
3.96,44.95,4.65,65.66,38.9,59.88,82.98,4.6,0,0,1
1.46,56.53,9.54,42.67,82.86,66.43,29.62,7.62,0,1,0
2.35,78.56,8.89,62.41,94.69,35.59,59.85,9.86,2,0,1
3.65,63.54,1.08,56.11,85.28,62.38,95.79,5.85,2,1,1
2.0,82.72,6.66,76.63,72.88,75.62,36.92,4.01,3,1,1
3.41,91.39,8.22,60.44,86.93,72.99,40.1,9.86,3,0,1
2.27,84.29,6.0,84.55,58.3,33.8,70.03,6.48,1,0,1
3.94,99.5,10.33,59.82,90.16,36.67,98.49,6.59,0,0,1
3.67,84.03,7.36,46.5,85.9,54.59,53.94,8.28,0,1,1
2.04,90.39,1.54,49.16,30.12,88.99,73.65,7.63,3,0,0
3.36,89.1,2.48,33.17,64.15,90.88,36.42,5.81,3,1,1
2.14,82.47,8.76,67.79,48.52,51.67,73.1,4.6,2,0,1
2.9,87.12,10.47,88.16,36.04,80.32,43.95,8.96,0,0,1
3.04,95.75,1.48,83.84,89.23,70.42,71.0,6.9,3,1,1
3.52,65.89,1.5,60.65,30.56,98.84,31.65,8.03,3,1,1
1.27,76.49,8.13,43.73,81.11,36.63,64.37,9.16,0,0,1
1.82,68.47,1.14,90.44,99.17,68.35,42.81,4.11,3,1,1
3.19,90.32,1.19,33.97,63.74,71.48,76.13,9.16,2,1,1
2.78,63.04,9.39,57.95,55.99,51.54,81.08,8.51,3,1,1
2.59,88.28,8.5,89.96,72.41,33.29,88.61,9.68,2,0,1
1.35,86.96,9.32,57.52,86.33,33.65,99.43,5.4,0,0,1
2.18,97.52,7.01,38.25,46.82,61.75,59.45,5.93,2,0,1
3.62,51.18,3.73,48.62,47.55,78.47,75.29,7.97,0,1,0
1.29,81.13,9.56,72.0,72.5,79.01,26.38,9.55,1,1,1
2.31,84.2,3.49,40.64,95.79,42.67,92.88,9.96,3,1,1
3.85,95.86,3.26,75.85,50.89,90.06,71.18,6.5,3,1,1
1.34,93.95,9.36,60.67,56.37,56.4,56.6,7.24,1,1,1
3.3,72.28,7.31,53.41,99.53,97.51,57.57,5.02,1,1,1
1.92,72.64,9.46,46.86,42.34,38.27,81.85,8.16,1,0,1
3.63,45.87,2.06,87.63,35.39,88.55,87.51,9.02,0,0,1
3.29,98.37,10.02,57.77,71.28,93.58,85.59,8.79,2,0,1
3.68,51.58,6.63,81.69,31.7,87.59,63.29,6.08,1,0,1
1.8,82.11,7.18,60.82,42.63,86.62,52.84,9.78,0,1,0
2.69,86.73,9.64,36.43,73.55,55.29,95.92,4.72,2,1,1
3.38,63.68,4.31,60.84,76.17,79.93,72.56,6.96,2,1,1
1.89,48.73,7.7,65.54,65.73,70.55,65.77,7.33,2,0,1
1.85,47.28,6.9,62.05,56.86,59.71,69.87,7.22,3,1,1
1.28,90.67,8.38,87.14,70.33,99.52,72.24,8.55,2,1,1
3.88,68.2,9.47,93.76,75.04,50.33,78.48,7.66,2,1,1
3.19,40.86,7.3,85.07,86.24,58.92,66.49,4.46,0,1,1
2.98,81.61,1.18,70.79,85.49,93.2,90.65,5.08,1,0,1
3.28,51.26,2.33,67.9,76.54,50.23,89.48,7.19,1,1,1
2.69,91.97,10.04,75.12,92.6,40.69,58.17,8.17,3,1,1
2.53,55.12,10.19,50.15,88.66,51.7,37.64,7.09,1,0,1
2.46,48.02,10.17,86.83,39.33,83.15,68.25,6.13,2,0,1
2.99,40.52,0.87,89.98,96.97,90.19,71.56,4.31,2,1,1
1.76,68.25,4.32,48.71,92.42,38.01,64.25,8.72,0,0,1
3.69,64.3,8.1,93.2,52.46,73.52,91.79,6.98,3,0,1
3.47,83.84,8.03,89.41,31.41,69.71,31.98,7.23,2,0,1
2.18,65.2,1.36,59.71,72.28,76.82,46.56,6.81,0,1,0
2.82,57.35,6.59,93.63,60.69,76.97,89.93,5.59,0,1,1
1.59,52.01,1.93,38.43,82.47,97.16,95.46,5.66,3,0,1
3.92,53.08,5.43,31.96,66.72,54.26,56.94,4.38,1,0,1
3.73,95.31,2.9,54.35,35.35,50.98,39.45,8.25,0,1,1
3.78,45.73,1.03,69.58,47.13,70.69,56.52,5.63,2,0,1
2.13,99.23,1.3,54.6,91.78,60.06,59.21,5.79,0,1,1
1.67,56.25,9.61,95.94,32.64,63.16,63.97,9.96,0,0,1
1.79,40.75,7.95,47.83,81.57,34.85,45.58,6.31,3,1,1
1.45,51.16,9.82,49.68,50.44,40.38,48.45,7.06,0,0,0
1.54,38.8,5.2,74.44,61.68,95.48,74.17,6.32,3,1,1
1.4,86.35,4.63,30.27,67.17,34.78,71.63,5.74,2,1,0
3.97,68.32,4.08,80.93,47.51,71.31,74.66,4.04,1,0,1
1.41,56.9,6.66,56.42,75.64,82.82,53.3,9.13,1,0,1
1.57,78.03,4.02,98.44,78.54,30.83,50.23,6.84,1,1,1
3.52,75.99,7.96,78.4,35.95,45.59,51.37,8.32,2,0,1
2.82,96.09,8.51,33.66,56.17,56.4,96.34,9.75,3,0,1
3.37,97.48,9.26,36.48,82.11,65.48,54.64,4.02,1,0,1
2.97,79.24,2.93,36.17,80.51,53.91,70.46,8.05,2,0,0
3.67,88.16,5.77,96.68,68.12,75.43,64.21,4.71,2,1,1
2.99,86.51,2.73,77.88,84.44,45.85,90.72,6.75,0,1,1
2.66,66.93,0.88,59.93,37.54,31.78,52.68,9.08,3,1,1
3.2,80.79,7.58,44.03,38.27,30.11,57.56,4.43,3,1,1
2.45,40.09,5.99,91.15,76.02,54.19,88.21,9.94,0,1,1
2.17,84.27,7.74,44.11,78.53,55.32,37.07,7.49,1,0,1
2.51,97.52,1.38,79.47,87.02,96.4,69.57,6.37,3,0,1
1.68,40.52,10.46,83.43,42.67,33.13,54.99,4.12,3,1,1
3.43,89.35,10.44,50.63,66.17,67.1,98.93,7.52,0,0,1
1.93,95.64,5.15,65.34,76.26,70.45,79.1,6.97,3,0,1
1.63,49.7,9.16,45.61,45.66,78.95,25.79,5.29,1,0,0
1.89,69.11,2.94,56.53,66.18,74.71,87.96,6.94,1,1,1
3.56,95.31,7.88,97.56,74.69,30.57,77.74,4.08,1,1,1
2.12,97.41,9.29,78.52,45.01,74.23,67.07,10.0,2,0,1
3.12,43.31,8.65,89.26,56.29,52.57,42.71,5.99,0,0,1
3.6,57.69,8.62,67.84,45.14,84.1,36.2,6.88,2,1,1
1.42,80.38,5.13,46.73,93.21,43.19,72.13,8.71,0,0,1
3.34,49.4,8.7,79.9,46.58,80.13,58.0,8.28,0,0,0
2.06,56.11,7.41,65.04,38.46,73.78,89.62,9.33,3,1,1
1.81,36.51,1.82,42.38,32.46,75.66,44.68,9.65,1,1,0
3.13,44.98,1.64,58.87,33.15,42.32,72.81,5.14,3,1,1
3.75,71.55,8.22,74.44,43.41,76.84,43.66,6.34,2,0,1
2.03,77.45,6.75,81.47,72.57,81.59,72.72,8.12,3,0,1
2.79,77.18,5.69,47.03,31.24,64.26,28.63,4.27,0,0,0
2.01,85.59,9.57,91.32,50.07,53.83,54.38,8.3,3,1,1
2.75,61.99,7.1,56.57,34.07,41.66,37.95,4.03,3,0,1
2.94,52.78,4.46,48.98,58.26,50.3,70.45,9.48,1,0,1
2.91,36.01,4.64,43.66,33.4,83.47,48.75,8.31,0,1,1
2.95,48.43,6.55,86.29,72.53,58.66,82.86,7.39,0,0,1
1.58,55.31,8.1,54.79,78.19,79.19,33.59,6.57,2,1,0
3.14,46.58,6.14,63.84,81.19,81.81,66.72,9.93,0,0,1
3.09,36.31,5.59,45.6,45.7,77.19,69.53,8.42,0,0,1
3.11,45.23,7.77,78.03,90.8,77.15,26.66,8.84,2,1,1
1.41,78.3,7.55,84.67,78.32,72.76,27.7,8.95,2,1,1
2.45,75.92,8.8,53.76,33.97,66.29,48.12,4.13,3,0,1
2.35,95.82,1.13,96.16,60.85,43.85,70.68,4.33,3,1,1
1.44,86.88,8.05,32.14,83.74,89.0,97.2,5.19,1,1,1
1.82,71.9,5.64,39.31,51.76,97.5,31.81,7.93,1,1,0
2.43,43.94,1.25,71.22,56.71,62.65,77.74,7.74,0,0,0
3.28,71.66,7.29,79.1,74.07,95.33,76.95,5.95,0,0,1
1.86,39.0,7.67,47.55,33.88,99.86,75.21,9.84,1,1,0
3.52,63.01,5.74,68.78,97.69,64.03,63.71,4.56,3,1,1
2.73,60.37,8.44,52.29,42.21,80.7,97.51,8.66,3,1,1
3.33,62.81,3.5,68.79,31.87,75.07,62.63,6.89,3,0,1
2.52,53.19,2.52,76.15,30.37,46.61,87.87,6.51,1,1,1
2.6,79.58,4.01,98.1,57.97,33.3,44.69,4.15,2,1,0
2.94,89.66,4.6,61.9,91.9,61.73,85.47,8.37,2,1,1
3.8,84.95,7.46,75.38,87.38,85.1,99.74,8.63,0,0,1
2.58,75.8,8.96,70.46,93.84,52.76,93.26,5.91,1,1,1
2.68,69.99,7.71,52.23,67.36,84.91,47.81,7.1,2,0,1
2.89,37.02,2.24,47.71,61.41,75.84,88.46,7.64,1,1,1
3.27,81.99,4.16,99.15,57.01,78.69,32.14,6.21,1,1,1
1.4,70.42,2.08,44.48,33.25,50.0,75.83,7.69,1,0,1
2.64,52.6,7.37,85.32,93.67,62.9,50.66,6.6,0,0,1
2.55,56.31,2.98,40.26,64.73,42.72,74.4,9.27,3,1,1
3.78,95.81,5.75,86.3,61.85,47.26,55.92,8.31,3,0,1
2.58,75.58,8.42,43.0,66.06,36.29,25.68,4.66,3,0,1
2.51,65.93,7.21,97.7,85.59,38.87,42.35,8.8,3,0,1
3.89,75.36,3.48,78.02,45.71,44.74,28.18,6.03,1,0,1
2.46,61.89,3.83,36.31,79.69,70.62,57.05,9.61,0,1,1
